,cod,sigla_casa,nome_casa,sigla_subtipo,nome_subtipo,ind_tramitando,data_votacao,ano_votacao,mes_votacao,dia_votacao
1099,125645,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1100,125450,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1101,126531,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1102,126532,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-16,2016,08,16
1103,126475,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-16,2016,08,16
1104,126452,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-16,2016,08,16
1105,126448,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-16,2016,08,16
1106,126450,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-16,2016,08,16
1107,126477,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-16,2016,08,16
1108,125567,SF,Senado Federal,DEN,DENÚNCIA,Não,2016-08-09,2016,08,09
1109,125629,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-13,2016,07,13
1110,125534,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-13,2016,07,13
1111,126247,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-13,2016,07,13
1112,118418,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-07-12,2016,07,12
1113,125646,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-12,2016,07,12
1114,125287,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-12,2016,07,12
1115,121704,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-07-06,2016,07,06
1116,126204,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-05,2016,07,05
1117,126187,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-05,2016,07,05
1118,126189,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-05,2016,07,05
1119,126190,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-05,2016,07,05
1120,126188,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-05,2016,07,05
1121,125630,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-07-05,2016,07,05
1122,125387,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-06-29,2016,06,29
1123,125364,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2016-06-29,2016,06,29
1124,125388,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-06-28,2016,06,28
1125,123060,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2016-06-28,2016,06,28
1126,126120,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-06-22,2016,06,22
1127,126097,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2016-06-22,2016,06,22
1128,106824,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-06-15,2016,06,15
1129,125995,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-06-14,2016,06,14
1130,125034,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-06-08,2016,06,08
1131,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2016-06-07,2016,06,07
1132,125831,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-06-07,2016,06,07
1133,124476,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-06-07,2016,06,07
1134,125531,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-05-18,2016,05,18
1135,125708,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,2016-05-10,2016,05,10
1136,125271,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-04-27,2016,04,27
1137,125035,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-04-19,2016,04,19
1138,124720,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-04-19,2016,04,19
1139,124918,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-04-19,2016,04,19
1140,124219,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-04-13,2016,04,13
1141,123909,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Sim,2016-04-13,2016,04,13
1142,121426,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2016-04-12,2016,04,12
1143,119852,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2016-04-06,2016,04,06
1144,124721,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-29,2016,03,29
1145,125184,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-29,2016,03,29
1146,125183,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-29,2016,03,29
1147,125187,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-29,2016,03,29
1148,123715,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2016-03-29,2016,03,29
1149,124644,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-23,2016,03,23
1150,124815,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-03-16,2016,03,16
1151,122838,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2016-03-15,2016,03,15
1152,124643,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-09,2016,03,09
1153,124648,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-09,2016,03,09
1154,124979,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-09,2016,03,09
1155,124980,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-09,2016,03,09
1156,124878,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-09,2016,03,09
1157,123467,,,MPV,MEDIDA PROVISÓRIA,Não,2016-03-09,2016,03,09
1158,123432,,,MPV,MEDIDA PROVISÓRIA,Não,2016-03-08,2016,03,08
1159,113790,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-10-02,2013,10,02
1160,113796,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-10-02,2013,10,02
1161,114000,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-10-02,2013,10,02
1162,114189,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-10-01,2013,10,01
1163,113794,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-10-01,2013,10,01
1164,114363,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-10-01,2013,10,01
1165,103793,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-09-24,2013,09,24
1166,114416,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-09-17,2013,09,17
1167,112161,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-09-11,2013,09,11
1168,113995,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-09-10,2013,09,10
1169,114034,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-09-10,2013,09,10
1170,113996,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-09-10,2013,09,10
1171,113820,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-08-28,2013,08,28
1172,105947,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2013-08-27,2013,08,27
1173,90255,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2013-08-27,2013,08,27
1174,113792,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-08-21,2013,08,21
1175,113321,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-21,2013,08,21
1176,113012,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-21,2013,08,21
1177,113000,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-21,2013,08,21
1178,112652,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-08-21,2013,08,21
1179,103765,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-08-07,2013,08,07
1180,108759,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2013-08-07,2013,08,07
1181,113580,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-07,2013,08,07
1182,113527,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-07,2013,08,07
1183,113316,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-07,2013,08,07
1184,113315,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-07,2013,08,07
1185,112999,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-08-07,2013,08,07
1186,100715,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-08-06,2013,08,06
1187,113595,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-11,2013,07,11
1188,111049,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-11,2013,07,11
1189,113594,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-11,2013,07,11
1190,99067,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-07-10,2013,07,10
1191,113338,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,2013-07-10,2013,07,10
1192,56281,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-07-10,2013,07,10
1193,100325,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-07-09,2013,07,09
1194,112191,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-07-03,2013,07,03
1195,112192,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-07-03,2013,07,03
1196,112205,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-07-03,2013,07,03
1197,112194,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-07-03,2013,07,03
1198,112650,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-03,2013,07,03
1199,112772,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-03,2013,07,03
1200,113153,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-03,2013,07,03
1201,113152,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-03,2013,07,03
1202,113155,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-03,2013,07,03
1203,112325,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-07-03,2013,07,03
1204,112998,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-07-03,2013,07,03
1205,112172,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-07-03,2013,07,03
1206,99497,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2013-07-02,2013,07,02
1207,104348,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2013-07-02,2013,07,02
1208,113218,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2013-06-26,2013,06,26
1209,112653,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-06-19,2013,06,19
1210,113049,SF,Senado Federal,PLV,PROJETO DE LEI DE CONVERSÃO (CN),Não,2013-06-18,2013,06,18
1211,112872,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-06-05,2013,06,05
1212,112171,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2013-06-05,2013,06,05
1213,111051,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-06-05,2013,06,05
1214,111723,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-06-05,2013,06,05
1215,111722,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-06-05,2013,06,05
1216,111724,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-06-05,2013,06,05
1217,112198,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-06-05,2013,06,05
