,cod,sigla_casa,nome_casa,sigla_subtipo,nome_subtipo,ind_tramitando,data_votacao,ano_votacao,mes_votacao,dia_votacao
835,77839,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
836,76328,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
837,77789,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
838,77970,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
839,77590,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
840,76384,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
841,77456,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
842,76523,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2006-07-11,2006,07,11
843,127309,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-12-14,2016,12,14
844,126954,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-12-14,2016,12,14
845,123221,SF,Senado Federal,SCD,SUBSTITUTIVO DA CÂMARA DOS DEPUTADOS A PROJETO DE LEI DO SENADO,Não,2016-12-14,2016,12,14
846,126817,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2016-12-14,2016,12,14
847,127737,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-12-14,2016,12,14
848,127738,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-12-14,2016,12,14
849,127112,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-12-14,2016,12,14
850,127308,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-12-14,2016,12,14
851,864,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,1999-05-05,1999,05,05
852,669,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-04-20,1999,04,20
853,672,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-04-20,1999,04,20
854,673,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-04-20,1999,04,20
855,651,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-04-19,1999,04,19
856,17310,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-24,1999,03,24
857,4151,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-03-24,1999,03,24
858,17289,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-24,1999,03,24
859,17178,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-23,1999,03,23
860,17207,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-23,1999,03,23
861,17318,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-23,1999,03,23
862,17343,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-23,1999,03,23
863,6739,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-03-22,1999,03,22
864,17956,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,1999-03-18,1999,03,18
865,17095,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-17,1999,03,17
866,17146,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-17,1999,03,17
867,4089,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-03-17,1999,03,17
868,4102,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-03-17,1999,03,17
869,4140,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-03-17,1999,03,17
870,16990,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-16,1999,03,16
871,17057,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-16,1999,03,16
872,17400,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-10,1999,03,10
873,16966,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-10,1999,03,10
874,17806,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-09,1999,03,09
875,17375,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-03-09,1999,03,09
876,1541,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2001-04-25,2001,04,25
877,816,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2001-04-25,2001,04,25
878,666,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,2001-04-25,2001,04,25
879,1587,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2001-04-04,2001,04,04
880,42831,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2001-03-28,2001,03,28
881,43066,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2001-03-28,2001,03,28
882,45964,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2001-02-21,2001,02,21
883,45963,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2001-02-21,2001,02,21
884,45839,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-12-28,2000,12,28
885,45965,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-12-28,2000,12,28
886,42251,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-12-14,2000,12,14
887,46003,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-12-13,2000,12,13
888,1597,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-12-13,2000,12,13
889,43334,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-12-06,2000,12,06
890,42257,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-11-29,2000,11,29
891,45471,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-11-29,2000,11,29
892,45838,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-11-29,2000,11,29
893,45712,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-11-22,2000,11,22
894,42823,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-11-22,2000,11,22
895,44916,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-11-21,2000,11,21
896,45389,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-11-21,2000,11,21
897,45662,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-11-21,2000,11,21
898,45510,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-11-21,2000,11,21
899,40521,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-10-18,2000,10,18
900,43151,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-10-10,2000,10,10
901,45051,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-10-10,2000,10,10
902,45052,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-10-10,2000,10,10
903,45054,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-10-10,2000,10,10
904,45059,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-10-10,2000,10,10
905,45053,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-10-10,2000,10,10
906,44880,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-10-03,2000,10,03
907,44987,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-09-13,2000,09,13
908,44699,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-09-13,2000,09,13
909,42450,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2000-08-10,2000,08,10
910,44134,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-06-27,2000,06,27
911,44378,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-06-27,2000,06,27
912,44379,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-06-27,2000,06,27
913,44380,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-06-27,2000,06,27
914,44377,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-06-27,2000,06,27
915,43997,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-06-21,2000,06,21
916,43122,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-06-20,2000,06,20
917,41441,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2000-05-24,2000,05,24
918,43989,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-05-24,2000,05,24
919,40479,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-05-24,2000,05,24
920,43826,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,2000-05-02,2000,05,02
921,43536,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-04-18,2000,04,18
922,42718,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2000-04-12,2000,04,12
923,41711,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-04-12,2000,04,12
924,43190,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-04-11,2000,04,11
925,42824,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-04-05,2000,04,05
926,42785,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-03-29,2000,03,29
927,43475,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-03-28,2000,03,28
928,41409,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2000-03-22,2000,03,22
929,43153,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2000-03-15,2000,03,15
930,43272,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-03-15,2000,03,15
931,40910,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-02-24,2000,02,24
932,43140,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2000-02-14,2000,02,14
933,42449,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2000-02-01,2000,02,01
934,42634,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-12-14,1999,12,14
935,814,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,1999-12-14,1999,12,14
936,42716,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,1999-12-14,1999,12,14
937,42400,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,1999-12-01,1999,12,01
938,41825,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,1999-11-24,1999,11,24
939,42062,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,1999-11-23,1999,11,23
940,42064,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,1999-11-17,1999,11,17
941,1424,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,1999-11-17,1999,11,17
942,881,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,1999-11-11,1999,11,11
943,42178,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,1999-10-28,1999,10,28
944,895,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,1999-10-27,1999,10,27
945,1528,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,1999-10-21,1999,10,21
946,891,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,1999-10-20,1999,10,20
947,41859,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-10-20,1999,10,20
948,649,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-10-19,1999,10,19
949,40336,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-10-19,1999,10,19
950,647,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-10-06,1999,10,06
951,40350,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,1999-10-06,1999,10,06
952,41042,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-10-06,1999,10,06
953,41598,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,1999-10-05,1999,10,05
954,723,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-10-05,1999,10,05
955,41832,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-10-05,1999,10,05
956,41833,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-10-05,1999,10,05
957,41788,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-09-29,1999,09,29
958,41623,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-09-29,1999,09,29
959,796,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-28,1999,09,28
960,686,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-22,1999,09,22
961,716,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-22,1999,09,22
962,775,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-21,1999,09,21
963,597,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-15,1999,09,15
964,771,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-15,1999,09,15
965,742,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-14,1999,09,14
966,765,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-14,1999,09,14
967,40843,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,1999-09-01,1999,09,01
968,599,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-09-01,1999,09,01
969,41060,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-31,1999,08,31
970,650,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-25,1999,08,25
971,40368,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-25,1999,08,25
972,751,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-24,1999,08,24
973,793,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-24,1999,08,24
974,1524,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,1999-08-24,1999,08,24
975,717,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-18,1999,08,18
976,679,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-17,1999,08,17
977,697,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-08-12,1999,08,12
978,41019,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,1999-06-30,1999,06,30
979,40952,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-06-29,1999,06,29
980,40940,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-06-29,1999,06,29
981,40918,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-06-28,1999,06,28
982,40927,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-06-28,1999,06,28
983,40930,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-06-28,1999,06,28
984,40943,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,1999-06-28,1999,06,28
985,40695,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-06-09,1999,06,09
986,40671,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-06-09,1999,06,09
987,887,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,1999-06-09,1999,06,09
988,40644,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-06-08,1999,06,08
989,40647,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-06-08,1999,06,08
990,40645,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-06-08,1999,06,08
991,40563,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,1999-06-01,1999,06,01
992,40227,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-05-19,1999,05,19
993,40229,SF,Senado Federal,MSF,MENSAGEM (SF),Não,1999-05-19,1999,05,19
994,104943,SF,Senado Federal,PLV,PROJETO DE LEI DE CONVERSÃO (CN),Não,2012-04-25,2012,04,25
995,103817,SF,Senado Federal,OFS,"OFICIO ""S""",Não,2012-04-25,2012,04,25
996,98788,SF,Senado Federal,PRS,PROJETO DE RESOLUÇÃO DO SENADO,Não,2012-04-24,2012,04,24
997,104260,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-04-11,2012,04,11
998,104253,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-04-11,2012,04,11
999,104259,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-04-11,2012,04,11
1000,104256,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-04-11,2012,04,11
1001,104261,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-04-11,2012,04,11
1002,96673,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2012-04-03,2012,04,03
1003,104252,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-04-03,2012,04,03
1004,104266,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2012-03-20,2012,03,20
1005,102854,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-03-07,2012,03,07
1006,104069,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-03-07,2012,03,07
1007,103776,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-03-07,2012,03,07
1008,103749,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2012-02-08,2012,02,08
1009,103351,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2011-12-08,2011,12,08
1010,102551,SF,Senado Federal,SCD,SUBSTITUTIVO DA CÂMARA DOS DEPUTADOS A PROJETO DE LEI DO SENADO,Não,2011-12-07,2011,12,07
1011,100136,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-06-07,2011,06,07
1012,100137,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-06-07,2011,06,07
1013,100067,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-06-07,2011,06,07
1014,100068,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-06-07,2011,06,07
1015,100142,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-08-03,2011,08,03
1016,101053,SF,Senado Federal,PLV,PROJETO DE LEI DE CONVERSÃO (CN),Não,2011-08-03,2011,08,03
1017,101055,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-08-03,2011,08,03
1018,102335,SF,Senado Federal,PLV,PROJETO DE LEI DE CONVERSÃO (CN),Não,2011-10-05,2011,10,05
1019,100972,,,MPV,MEDIDA PROVISÓRIA,Não,2011-10-05,2011,10,05
1020,102107,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2011-10-05,2011,10,05
1021,98955,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-04-26,2011,04,26
1022,98942,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-04-26,2011,04,26
1023,98953,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-04-26,2011,04,26
1024,98954,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-04-26,2011,04,26
1025,97893,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-30,2010,11,30
1026,98142,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-30,2010,11,30
1027,98141,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-10,2010,11,10
1028,97967,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-09,2010,11,09
1029,97947,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-09,2010,11,09
1030,96775,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-09,2010,11,09
1031,96776,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-09,2010,11,09
1032,97004,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-09,2010,11,09
1033,97892,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2010-11-09,2010,11,09
1034,88888,SF,Senado Federal,PDS,PROJETO DE DECRETO LEGISLATIVO (SF),Não,2009-12-15,2009,12,15
1035,93784,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2009-12-15,2009,12,15
1036,127457,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2017-02-08,2017,02,08
1037,126992,,,MPV,MEDIDA PROVISÓRIA,Não,2017-02-08,2017,02,08
1038,127113,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2017-02-07,2017,02,07
1039,127325,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2017-02-07,2017,02,07
1040,126826,,,MPV,MEDIDA PROVISÓRIA,Não,2017-02-07,2017,02,07
1041,127970,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2017-02-22,2017,02,22
1042,127262,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2017-02-14,2017,02,14
1043,101621,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2015-12-16,2015,12,16
1044,116168,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2014-03-18,2014,03,18
1045,116150,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2014-03-18,2014,03,18
1046,116161,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2014-03-18,2014,03,18
1047,118463,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2014-12-10,2014,12,10
1048,115434,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-12-03,2013,12,03
1049,115435,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-12-03,2013,12,03
1050,115433,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-12-03,2013,12,03
1051,113795,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-11-26,2013,11,26
1052,113793,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-11-26,2013,11,26
1053,113998,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2013-11-26,2013,11,26
1054,102439,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2011-11-23,2011,11,23
1055,94465,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1056,94461,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1057,94541,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1058,94537,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1059,94539,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1060,94462,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1061,94463,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1062,94464,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1063,94540,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2009-12-16,2009,12,16
1064,93639,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2009-12-16,2009,12,16
1065,82930,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2009-12-16,2009,12,16
1066,87198,SF,Senado Federal,PLC,PROJETO DE LEI DA CÂMARA,Não,2009-12-16,2009,12,16
1067,102850,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1068,103279,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1069,102853,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1070,103127,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1071,102855,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1072,102851,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1073,102852,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1074,102856,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2011-12-13,2011,12,13
1075,123551,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-03-22,2016,03,22
1076,124646,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-03-22,2016,03,22
1077,127898,CN,Congresso Nacional,MPV,MEDIDA PROVISÓRIA,Não,2017-05-31,2017,05,31
1078,127879,,,MPV,MEDIDA PROVISÓRIA,Não,2017-05-31,2017,05,31
1079,128035,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Sim,2017-05-30,2017,05,30
1080,49264,,,MPV,MEDIDA PROVISÓRIA,Não,2017-05-30,2017,05,30
1081,101007,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2017-04-05,2017,04,05
1082,127841,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2017-04-05,2017,04,05
1083,126544,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-09-08,2016,09,08
1084,126246,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-09-08,2016,09,08
1085,126428,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-09-08,2016,09,08
1086,126633,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-09-08,2016,09,08
1087,125733,,,MPV,MEDIDA PROVISÓRIA,Não,2016-09-08,2016,09,08
1088,125734,,,MPV,MEDIDA PROVISÓRIA,Não,2016-09-08,2016,09,08
1089,126572,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-24,2016,08,24
1090,126447,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-24,2016,08,24
1091,121968,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,Não,2016-08-24,2016,08,24
1092,126094,SF,Senado Federal,PEC,PROPOSTA DE EMENDA À CONSTITUIÇÃO,Não,2016-08-24,2016,08,24
1093,126481,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1094,126248,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1095,126427,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1096,126478,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1097,126634,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
1098,125546,SF,Senado Federal,MSF,MENSAGEM (SF),Não,2016-08-17,2016,08,17
